line,text_a,text_b,item_a,prosodel_a,lexel_a,grammel_a,item_b,prosodel_b,lexel_b,grammel_b,notes
650,þat þi moder has I-helet,nou in þis tyme,I-helet,trochaic,MED20313,vpp,tyme,trochaic,MED45871,n<pr,
651,þen I or þou,or out þat is formed,þou,nontrochaic,MED45409,P12N,formed,trochaic,MED17051,vpp,
652,¶ And I tolde him a-ȝeyn,and he so feir weore,aȝeyn,nontrochaic,MED3328,av,weore,trochaic,MED4048,vsjpt13,
653,as my broþer is at home,I wolde on him leeue,home,dative_e,MED21073,n<pr,leeue,trochaic,MED25342,vi,
654,¶ Sikerly douȝter he seis,so may grace sende,seis,nontrochaic,MED39209,vps13,sende,trochaic,MED39404,vi,
655,þat þou miȝt seo him þi-self,ar þow henne seche,self,nontrochaic,MED20373,P12NX,seche,trochaic,MED39128,vsjps12,
656,ÞEnne com Ihesu crist,so cler in him-seluen,crist,nontrochaic,MED10361,n,seluen,trochaic,MED20373,P13<prXM,
657,aftur þe furste blusch,we ne miȝte him bi-holden,blusch,nontrochaic,MED5232,n<pr,bi-holden,trochaic,MED4526,vi,
658,And a wynt and a sauor,whappede us vmbe,sauor,nonschwa,MED38653,n,vmbe,trochaic,MED47586,pr,
659,we weore so wel of vr-self,we nuste what we duden,self,nontrochaic,MED20373,P21NX,duden,trochaic,MED12367,vpt21,
660,He vsede of Goddes bord,& a writ brouhte,bord,nontrochaic,MED5533,n<pr,brouhte,trochaic,MED6058,vpt13,
661,bi-tauȝte me and my moder,murily to holden,moder,trochaic,MED28411,nOi,holden,trochaic,MED20995,vi-m,
662,þus cristendom I tok,in þat ilke tyme,tok,nontrochaic,MED44420,vSpt11,tyme,trochaic,MED45871,n<pr,
663,¶ whi hastou let so longe,þi lord þis lyf leden,longe,trochaic,MED26029,av,leden,trochaic,MED24960,vi,
664,Sire forsoþe heo seis,syker I ne dorste,seis,nontrochaic,MED39209,vps13,dorste,trochaic,MED12843,vpt11,
665,He is so feol in him-self,for no þing be-knowen,self,nontrochaic,MED20373,P13<prXM,be-knowen,trochaic,MED4566,vSpp-aj,Lawton emends b-verse
666,Bote herkene of god,whon he his grace sende,god,trochaic,MED18945,n<pr,sende,trochaic,MED39404,vsjps13,
667,¶ Hastou not herd þi-self,hou euel he was to torne,self,nontrochaic,MED20373,P12NX,torne,trochaic,MED47404,vi-m,
668,Now þe kyng comes to sarras,and mony on him suwen,sarras,nonschwa,Wikidata_Q1853612,n<pr,suwen,trochaic,MED39659,vps23,
669,As sone as he com hom,I hete þe forsoþe,hom,nontrochaic,MED21073,nOi,forsoþe,trochaic,MED17159,av,
670,He askede after a-non,nomeliche þeose tweyne,anon,nontrochaic,MED1714,av,tweyne,trochaic,MED47454,qc<pr,
671,Sette him on his bed,and hem on eiþer syde,bed,dative_e,MED3861,n<pr,syde,trochaic,MED40199,n<pr,
672,A Ioseph seiþ þe kyng,soþe aren þi wordes,kyng,nontrochaic,MED24299,n,wordes,trochaic,MED53418,npl,
673,þat þou toldest me furst,ȝor foundeour be blesset,furst,nontrochaic,MED16071,av,Blesset,trochaic,MED5190,vpp,
674,¶ Ho is þat seis Seraphe,and [he] onswerde sone,Seraphe,?,NO_AUTH_seraphe,n,sone,trochaic,MED41559,av,
675,he þat halp þe wiþ sound,fro þe seue knihtes,sound,dative_e,MED41809,n<pr,knihtes,trochaic,MED24418,npl<pr,
676,Tolde hem vche a poynt,þat þei wrouȝt haden,poynt,trochaic,MED33862,nOd,haden,trochaic,MED20173,vpt23,
677,Hou he wuste þerof,wonder hem þouȝte,þerof,nontrochaic,MED45182,av,þouȝte,trochaic,MED45309,vpt13,
678,ÞEnne com on fro þe fiht,þat foule was wemmed,fiht,dative_e,MED15909,n<pr,wemmed,trochaic,MED52191,vpp,
679,was striken of þat on Arm,and bar hit in þat oþer,Arm,nontrochaic,MED2259,n,oþer,trochaic,MED31010,pn-def<pr,
680,¶ þen Ioseph asked þe kynges scheld,And bad þat mon knele,scheld,nontrochaic,MED39833,nOd,knele,trochaic,MED24407,vi,
681,þe arm helede a-ȝeyn,hol to þe stompe,aȝeyn,nontrochaic,MED3328,av,stompe,trochaic,MED43466,n<pr,
682,¶ þenne com Seraphe,and fullouȝt furst askes,Seraphe,?,NO_AUTH_seraphe,n,askes,trochaic,MED2480,vps13,
683,In þe nome of þe fader,Ioseph him fulwede,fader,trochaic,MED15113,n<pr,fulwede,trochaic,MED17944,vpt13,
684,And calles him Naciens,and his nome tornde,Naciens,nontrochaic,NO_AUTH_naciens,n,tornde,trochaic,MED47404,vpt13,
685,he was þe forme þat day,þat fongede trouþe,day,trochaic,MED10482,n<pr,trouþe,trochaic,MED47016,nOd,
686,¶ whon he Baptised was,þis oþere bi-heolden,was,nontrochaic,MED4048,vpt13,bi-heolden,trochaic,MED4526,vSpt23,
687,Heom þouȝte he leomede as liht,al on a lowe,liht,nontrochaic,MED25497,n,lowe,trochaic,MED26183,n<pr,
688,¶ þei seȝen þe holy-gost,at his mouþ descenden,holy gost,nontrochaic,MED21027,n,descenden,trochaic,MED11268,vi,
689,And he speek þenne,þat bi-foren ne kneuȝ,þenne,trochaic,MED45038,av,kneuȝ,nontrochaic,MED24477,vSpt13,
690,ÞEnne com he wiþ þe sore Arm,þat þorw þe grace was holpen,Arm,nontrochaic,MED2259,n<pr,holpen,trochaic,MED20336,vSpp,
691,In þe nome of þe fader,Ioseph him folwed,fader,trochaic,MED15113,n<pr,folwed,trochaic,MED17944,vpt13,
692,clepen him Cleomadas,and callen him after,Cleomadas,nontrochaic,NO_AUTH_cleomadas,n,after,trochaic,MED801,av,
693,¶ þenne com þe kyng Eualac,and fullouht askes,Eualac,nontrochaic,NO_AUTH_euelak,n,askes,trochaic,MED2480,vps13,
694,In þe nome of þe fader,Ioseph him folwede,fader,trochaic,MED15113,n<pr,folwede,trochaic,MED17944,vpt13,
695,Called him Mordreyns,a lat mon in trouþe,Mordreyns,nonschwa,NO_AUTH_mordreyns,n,trouþe,trochaic,MED47016,n<pr,
696,¶ þen com þe folk,to Iosaphe so þikke,folk,nontrochaic,MED16580,n,þikke,trochaic,MED45270,av,
697,He tok a basin of gold,in boþe two his hondes,gold,dative_e,MED19031,n<pr,hondes,trochaic,MED21102,npl<pr,
698,Vppon þe heiȝe trinite,he let water hiȝe,trinite,nontrochaic,MED47107,n<pr,hiȝe,trochaic,MED20768,vi,
699,And hedde fulwed bi non,mo þen fyue þousend,non,dative_e,MED29714,n<pr,þousend,trochaic,MED45417,qc<pr,"THAN is quasi prep: MED s.v. ‘than, conj.’ sense 8"
700,¶ þenn seis Iosaphe,þat Ioseph his fader,Iosaphe,trochaic,Wikidata_Q6288522,n,fader,trochaic,MED15113,n,
701,mot a-byden him,and dwelle þer stille,him,nontrochaic,MED20803,P13OdM,stille,trochaic,MED42950,av,
702,¶ while þat he and Naciens gon,nouþer þei nusten,gon,nontrochaic,MED19078,vps23,nusten,trochaic,MED52987,vpt23,
703,forte cristene þe folk,and casten þe false,folk,nontrochaic,MED16580,nOd,false,trochaic,MED15202,ajnplOd,
704,¶ But þere an vnsely kyng,in prison hem caste,kyng,nontrochaic,MED24299,n,caste,trochaic,MED6914,vpt13,
705,wiþ muche serwe to him-self,siker atte laste,self,nontrochaic,MED20373,P13<prXM,laste,trochaic,MED24726,ajn<pr,
706,¶ For þe kyng Mordreyns,com with such strengþe,Mordreyns,nonschwa,NO_AUTH_mordreyns,n,strengþe,trochaic,MED43299,n<pr,
707,forte liuere hem out,on lyue he lafte none,out,nontrochaic,MED31168,av,none,trochaic,MED29715,pnplOd,
708,¶ Siþen þei bi-tauȝten þe blod,twei burnes to holden,blod,nontrochaic,MED5268,nOd,holden,trochaic,MED20995,vi-m,
709,And þei lenden of þe toun,and leuen hit þere,toun,trochaic,MED46572,n<pr,þere,trochaic,MED45141,av,
